"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"4217"	"MAP3K5"	"7295"	"TXN"
"2773"	"GNAI3"	"10636"	"RGS14"
"1053"	"CEBPE"	"1054"	"CEBPG"
"7150"	"TOP1"	"53339"	"BTBD1"
"4214"	"MAP3K1"	"7329"	"UBE2I"
"1398"	"CRK"	"50807"	"ASAP1"
"4174"	"MCM5"	"4998"	"ORC1"
"3117"	"HLA-DQA1"	"3119"	"HLA-DQB1"
"8772"	"FADD"	"8930"	"MBD4"
"6921"	"TCEB1"	"26118"	"WSB1"
"4173"	"MCM4"	"4176"	"MCM7"
"5218"	"CDK14"	"7531"	"YWHAE"
"6045"	"RNF2"	"84733"	"CBX2"
"9406"	"ZRANB2"	"140890"	"SREK1"
"5976"	"UPF1"	"55629"	"PNRC2"
"7157"	"TP53"	"7157"	"TP53"
"6242"	"RTKN"	"10174"	"SORBS3"
"572"	"BAD"	"7531"	"YWHAE"
"88"	"ACTN2"	"3781"	"KCNN2"
"2074"	"ERCC6"	"8294"	"HIST1H4I"
"595"	"CCND1"	"5500"	"PPP1CB"
"2874"	"GPS2"	"9612"	"NCOR2"
"5089"	"PBX2"	"5316"	"PKNOX1"
"2099"	"ESR1"	"23054"	"NCOA6"
"4776"	"NFATC4"	"5601"	"MAPK9"
"10628"	"TXNIP"	"27033"	"ZBTB32"
"3198"	"HOXA1"	"81926"	"ABHD17A"
"1642"	"DDB1"	"25853"	"DCAF12"
"6045"	"RNF2"	"23466"	"CBX6"
"5692"	"PSMB4"	"5696"	"PSMB8"
"7014"	"TERF2"	"7014"	"TERF2"
"81"	"ACTN4"	"7295"	"TXN"
"4170"	"MCL1"	"5366"	"PMAIP1"
"4495"	"MT1G"	"84651"	"SPINK7"
"3190"	"HNRNPK"	"8440"	"NCK2"
"1742"	"DLG4"	"4036"	"LRP2"
"5430"	"POLR2A"	"58490"	"RPRD1B"
"6708"	"SPTA1"	"10006"	"ABI1"
"6310"	"ATXN1"	"115572"	"FAM46B"
"408"	"ARRB1"	"1856"	"DVL2"
"9129"	"PRPF3"	"9129"	"PRPF3"
"836"	"CASP3"	"1630"	"DCC"
"2130"	"EWSR1"	"7536"	"SF1"
"7534"	"YWHAZ"	"8350"	"HIST1H3A"
"5925"	"RB1"	"57786"	"RBAK"
"2782"	"GNB1"	"2785"	"GNG3"
"672"	"BRCA1"	"2177"	"FANCD2"
"3298"	"HSF2"	"8452"	"CUL3"
"3265"	"HRAS"	"5900"	"RALGDS"
"4094"	"MAF"	"6662"	"SOX9"
"7531"	"YWHAE"	"27018"	"NGFRAP1"
"1019"	"CDK4"	"5716"	"PSMD10"
"88"	"ACTN2"	"27185"	"DISC1"
"4067"	"LYN"	"9322"	"TRIP10"
"581"	"BAX"	"581"	"BAX"
"1796"	"DOK1"	"5979"	"RET"
"1828"	"DSG1"	"5318"	"PKP2"
"7099"	"TLR4"	"353376"	"TICAM2"
"90993"	"CREB3L1"	"90993"	"CREB3L1"
"4193"	"MDM2"	"26524"	"LATS2"
"10516"	"FBLN5"	"30008"	"EFEMP2"
"6500"	"SKP1"	"26273"	"FBXO3"
"387"	"RHOA"	"4087"	"SMAD2"
"4084"	"MXD1"	"9126"	"SMC3"
"8517"	"IKBKG"	"29982"	"NRBF2"
"25"	"ABL1"	"1796"	"DOK1"
"6445"	"SGCG"	"8291"	"DYSF"
"80314"	"EPC1"	"84525"	"HOPX"
"8241"	"RBM10"	"8241"	"RBM10"
"3728"	"JUP"	"5318"	"PKP2"
"602"	"BCL3"	"3725"	"JUN"
"23557"	"SNAPIN"	"84062"	"DTNBP1"
"2010"	"EMD"	"5720"	"PSME1"
"8874"	"ARHGEF7"	"83737"	"ITCH"
"3313"	"HSPA9"	"4597"	"MVD"
"135"	"ADORA2A"	"801"	"CALM1"
"6772"	"STAT1"	"6772"	"STAT1"
"5621"	"PRNP"	"55696"	"RBM22"
"6714"	"SRC"	"9564"	"BCAR1"
"4292"	"MLH1"	"5395"	"PMS2"
"4149"	"MAX"	"23269"	"MGA"
"32"	"ACACB"	"3141"	"HLCS"
"7067"	"THRA"	"23421"	"ITGB3BP"
"3172"	"HNF4A"	"9326"	"ZNHIT3"
"1029"	"CDKN2A"	"23647"	"ARFIP2"
"2641"	"GCG"	"2696"	"GIPR"
"321"	"APBA2"	"63941"	"NECAB3"
"6736"	"SRY"	"7757"	"ZNF208"
"6348"	"CCL3"	"6348"	"CCL3"
"1742"	"DLG4"	"4842"	"NOS1"
"9820"	"CUL7"	"9978"	"RBX1"
"5861"	"RAB1A"	"9950"	"GOLGA5"
"664"	"BNIP3"	"6009"	"RHEB"
"642"	"BLMH"	"6135"	"RPL11"
"2099"	"ESR1"	"2308"	"FOXO1"
"634"	"CEACAM1"	"1087"	"CEACAM7"
"5885"	"RAD21"	"29101"	"SSU72"
"6047"	"RNF4"	"7323"	"UBE2D3"
"3159"	"HMGA1"	"5468"	"PPARG"
"8655"	"DYNLL1"	"10018"	"BCL2L11"
"1642"	"DDB1"	"8451"	"CUL4A"
"9776"	"ATG13"	"11345"	"GABARAPL2"
"3298"	"HSF2"	"7329"	"UBE2I"
"1080"	"CFTR"	"57120"	"GOPC"
"302"	"ANXA2"	"79026"	"AHNAK"
"1386"	"ATF2"	"1387"	"CREBBP"
"5174"	"PDZK1"	"9368"	"SLC9A3R1"
"5371"	"PML"	"6047"	"RNF4"
"4345"	"CD200"	"131450"	"CD200R1"
"3459"	"IFNGR1"	"6772"	"STAT1"
"665"	"BNIP3L"	"55240"	"STEAP3"
"1326"	"MAP3K8"	"3326"	"HSP90AB1"
"4809"	"NHP2L1"	"9128"	"PRPF4"
"8463"	"TEAD2"	"10413"	"YAP1"
"58494"	"JAM2"	"58494"	"JAM2"
"5888"	"RAD51"	"11144"	"DMC1"
"9612"	"NCOR2"	"51564"	"HDAC7"
"348"	"APOE"	"4846"	"NOS3"
"3725"	"JUN"	"7251"	"TSG101"
"801"	"CALM1"	"5470"	"PPEF2"
"5111"	"PCNA"	"5223"	"PGAM1"
"10419"	"PRMT5"	"10419"	"PRMT5"
"2895"	"GRID2"	"392862"	"GRID2IP"
"4318"	"MMP9"	"7058"	"THBS2"
"1525"	"CXADR"	"120425"	"AMICA1"
"5162"	"PDHB"	"84676"	"TRIM63"
"4761"	"NEUROD2"	"5585"	"PKN1"
"3980"	"LIG3"	"11284"	"PNKP"
"1869"	"E2F1"	"5934"	"RBL2"
"9874"	"TLK1"	"55723"	"ASF1B"
"2237"	"FEN1"	"3178"	"HNRNPA1"
"23641"	"LDOC1"	"56242"	"ZNF253"
"2908"	"NR3C1"	"4306"	"NR3C2"
"2318"	"FLNC"	"9499"	"MYOT"
"331"	"XIAP"	"9500"	"MAGED1"
"11011"	"TLK2"	"55723"	"ASF1B"
"10253"	"SPRY2"	"84313"	"VPS25"
"5599"	"MAPK8"	"7157"	"TP53"
"5883"	"RAD9A"	"10987"	"COPS5"
"356"	"FASLG"	"23380"	"SRGAP2"
"3691"	"ITGB4"	"5339"	"PLEC"
"9021"	"SOCS3"	"55201"	"MAP1S"
"6015"	"RING1"	"84108"	"PCGF6"
"3326"	"HSP90AB1"	"65018"	"PINK1"
"2286"	"FKBP2"	"56893"	"UBQLN4"
"51361"	"HOOK1"	"84376"	"HOOK3"
"8192"	"CLPP"	"8192"	"CLPP"
"7013"	"TERF1"	"22919"	"MAPRE1"
"10657"	"KHDRBS1"	"50618"	"ITSN2"
"3082"	"HGF"	"3082"	"HGF"
"7128"	"TNFAIP3"	"7185"	"TRAF1"
"6647"	"SOD1"	"6647"	"SOD1"
"5425"	"POLD2"	"10714"	"POLD3"
"6789"	"STK4"	"83937"	"RASSF4"
"55763"	"EXOC1"	"60412"	"EXOC4"
"1832"	"DSP"	"7431"	"VIM"
"1969"	"EPHA2"	"1969"	"EPHA2"
"1460"	"CSNK2B"	"6125"	"RPL5"
"3663"	"IRF5"	"3663"	"IRF5"
"1849"	"DUSP7"	"2690"	"GHR"
"4507"	"MTAP"	"29116"	"MYLIP"
"2099"	"ESR1"	"10456"	"HAX1"
"4152"	"MBD1"	"10036"	"CHAF1A"
"2113"	"ETS1"	"6672"	"SP100"
"916"	"CD3E"	"4690"	"NCK1"
"321"	"APBA2"	"5970"	"RELA"
"5335"	"PLCG1"	"6654"	"SOS1"
"2932"	"GSK3B"	"51199"	"NIN"
"328"	"APEX1"	"3159"	"HMGA1"
"286"	"ANK1"	"84033"	"OBSCN"
"3303"	"HSPA1A"	"6767"	"ST13"
"653361"	"NCF1"	"653361"	"NCF1"
"6880"	"TAF9"	"8161"	"COIL"
"3111"	"HLA-DOA"	"3112"	"HLA-DOB"
"6385"	"SDC4"	"6386"	"SDCBP"
"8751"	"ADAM15"	"257364"	"SNX33"
"6310"	"ATXN1"	"11051"	"NUDT21"
"5777"	"PTPN6"	"29992"	"PILRA"
"4999"	"ORC2"	"5001"	"ORC5"
"8241"	"RBM10"	"140890"	"SREK1"
"57132"	"CHMP1B"	"57132"	"CHMP1B"
"5499"	"PPP1CA"	"163882"	"CNST"
"2099"	"ESR1"	"64210"	"MMS19"
"2257"	"FGF12"	"6331"	"SCN5A"
"5590"	"PRKCZ"	"50855"	"PARD6A"
"351"	"APP"	"7532"	"YWHAG"
"1994"	"ELAVL1"	"1994"	"ELAVL1"
"9820"	"CUL7"	"26259"	"FBXW8"
"3550"	"IK"	"7737"	"RNF113A"
"3560"	"IL2RB"	"3561"	"IL2RG"
"1019"	"CDK4"	"5499"	"PPP1CA"
"2885"	"GRB2"	"10188"	"TNK2"
"4088"	"SMAD3"	"56478"	"EIF4ENIF1"
"4830"	"NME1"	"6096"	"RORB"
"7222"	"TRPC3"	"7225"	"TRPC6"
"7329"	"UBE2I"	"57162"	"PELI1"
"2533"	"FYB"	"2534"	"FYN"
"3727"	"JUND"	"64326"	"RFWD2"
"7791"	"ZYX"	"9113"	"LATS1"
"207"	"AKT1"	"11331"	"PHB2"
"7013"	"TERF1"	"7532"	"YWHAG"
"575"	"BAI1"	"575"	"BAI1"
"10538"	"BATF"	"55509"	"BATF3"
"1894"	"ECT2"	"9669"	"EIF5B"
"4605"	"MYBL2"	"4605"	"MYBL2"
"10564"	"ARFGEF2"	"23265"	"EXOC7"
"4035"	"LRP1"	"9270"	"ITGB1BP1"
"1385"	"CREB1"	"4609"	"MYC"
"5170"	"PDPK1"	"84433"	"CARD11"
"7334"	"UBE2N"	"79589"	"RNF128"
"2067"	"ERCC1"	"7507"	"XPA"
"4778"	"NFE2"	"4780"	"NFE2L2"
"1654"	"DDX3X"	"57506"	"MAVS"
"1488"	"CTBP2"	"1488"	"CTBP2"
"396"	"ARHGDIA"	"396"	"ARHGDIA"
"5501"	"PPP1CC"	"220004"	"PPP1R32"
"5747"	"PTK2"	"9564"	"BCAR1"
"1978"	"EIF4EBP1"	"57521"	"RPTOR"
"26986"	"PABPC1"	"140890"	"SREK1"
"7415"	"VCP"	"165324"	"UBXN2A"
"9128"	"PRPF4"	"27238"	"GPKOW"
"582"	"BBS1"	"3875"	"KRT18"
"1027"	"CDKN1B"	"10762"	"NUP50"
"6874"	"TAF4"	"129685"	"TAF8"
"3958"	"LGALS3"	"22976"	"PAXIP1"
"8202"	"NCOA3"	"10521"	"DDX17"
"6755"	"SSTR5"	"6755"	"SSTR5"
"1649"	"DDIT3"	"1649"	"DDIT3"
"3725"	"JUN"	"10987"	"COPS5"
"4297"	"KMT2A"	"6418"	"SET"
"6256"	"RXRA"	"8856"	"NR1I2"
"5094"	"PCBP2"	"5725"	"PTBP1"
"1678"	"TIMM8A"	"8027"	"STAM"
"695"	"BTK"	"3326"	"HSP90AB1"
"9166"	"EBAG9"	"23557"	"SNAPIN"
"6310"	"ATXN1"	"9802"	"DAZAP2"
"1445"	"CSK"	"3480"	"IGF1R"
"2801"	"GOLGA2"	"5861"	"RAB1A"
"641"	"BLM"	"7014"	"TERF2"
"2099"	"ESR1"	"5241"	"PGR"
"6531"	"SLC6A3"	"6622"	"SNCA"
"6653"	"SORL1"	"23062"	"GGA2"
"5518"	"PPP2R1A"	"28227"	"PPP2R3B"
"5394"	"EXOSC10"	"22894"	"DIS3"
"6171"	"RPL41"	"8517"	"IKBKG"
"4688"	"NCF2"	"9588"	"PRDX6"
"3646"	"EIF3E"	"8663"	"EIF3C"
"5501"	"PPP1CC"	"6500"	"SKP1"
"6790"	"AURKA"	"6867"	"TACC1"
"356"	"FASLG"	"51429"	"SNX9"
"2321"	"FLT1"	"5781"	"PTPN11"
"1432"	"MAPK14"	"9252"	"RPS6KA5"
"1788"	"DNMT3A"	"9063"	"PIAS2"
"1399"	"CRKL"	"5781"	"PTPN11"
"2317"	"FLNB"	"3688"	"ITGB1"
"7253"	"TSHR"	"7253"	"TSHR"
"5080"	"PAX6"	"9670"	"IPO13"
"23345"	"SYNE1"	"27185"	"DISC1"
"7454"	"WAS"	"57381"	"RHOJ"
"8626"	"TP63"	"25934"	"NIPSNAP3A"
"580"	"BARD1"	"10915"	"TCERG1"
"8021"	"NUP214"	"10482"	"NXF1"
"2033"	"EP300"	"4851"	"NOTCH1"
"6867"	"TACC1"	"8089"	"YEATS4"
"5664"	"PSEN2"	"29979"	"UBQLN1"
"4690"	"NCK1"	"10188"	"TNK2"
"939"	"CD27"	"7186"	"TRAF2"
"3198"	"HOXA1"	"26009"	"ZZZ3"
"4790"	"NFKB1"	"5971"	"RELB"
"23092"	"ARHGAP26"	"29941"	"PKN3"
"4088"	"SMAD3"	"57154"	"SMURF1"
"7334"	"UBE2N"	"7844"	"RNF103"
"4914"	"NTRK1"	"25970"	"SH2B1"
"6256"	"RXRA"	"8202"	"NCOA3"
"7329"	"UBE2I"	"7704"	"ZBTB16"
"2321"	"FLT1"	"5295"	"PIK3R1"
"4602"	"MYB"	"7329"	"UBE2I"
"6945"	"MLX"	"6945"	"MLX"
"7852"	"CXCR4"	"23400"	"ATP13A2"
"1460"	"CSNK2B"	"8479"	"HIRIP3"
"4087"	"SMAD2"	"22938"	"SNW1"
"26088"	"GGA1"	"26994"	"RNF11"
"5594"	"MAPK1"	"5778"	"PTPN7"
"675"	"BRCA2"	"2316"	"FLNA"
"998"	"CDC42"	"9826"	"ARHGEF11"
"2318"	"FLNC"	"339855"	"KY"
"4173"	"MCM4"	"23594"	"ORC6"
"229"	"ALDOB"	"55212"	"BBS7"
"3838"	"KPNA2"	"10124"	"ARL4A"
"904"	"CCNT1"	"4299"	"AFF1"
"8294"	"HIST1H4I"	"9682"	"KDM4A"
"1409"	"CRYAA"	"1421"	"CRYGD"
"5906"	"RAP1A"	"83593"	"RASSF5"
"8476"	"CDC42BPA"	"8476"	"CDC42BPA"
"4176"	"MCM7"	"5000"	"ORC4"
"331"	"XIAP"	"51435"	"SCARA3"
"10081"	"PDCD7"	"55599"	"RNPC3"
"28896"	"NULL"	"28896"	"NULL"
"5573"	"PRKAR1A"	"8852"	"AKAP4"
"7189"	"TRAF6"	"78990"	"OTUB2"
"408"	"ARRB1"	"5744"	"PTHLH"
"5567"	"PRKACB"	"5573"	"PRKAR1A"
"10915"	"TCERG1"	"11052"	"CPSF6"
"4690"	"NCK1"	"11184"	"MAP4K1"
"5504"	"PPP1R2"	"22853"	"LMTK2"
"2960"	"GTF2E1"	"2965"	"GTF2H1"
"6256"	"RXRA"	"7421"	"VDR"
"3184"	"HNRNPD"	"10644"	"IGF2BP2"
"1410"	"CRYAB"	"1415"	"CRYBB2"
"6504"	"SLAMF1"	"6504"	"SLAMF1"
"2268"	"FGR"	"8517"	"IKBKG"
"3326"	"HSP90AB1"	"8454"	"CUL1"
"5478"	"PPIA"	"5478"	"PPIA"
"2908"	"NR3C1"	"29893"	"PSMC3IP"
"1759"	"DNM1"	"6453"	"ITSN1"
"9618"	"TRAF4"	"653361"	"NCF1"
"7453"	"WARS"	"7453"	"WARS"
"990"	"CDC6"	"4172"	"MCM3"
"6753"	"SSTR3"	"8777"	"MPDZ"
"1080"	"CFTR"	"5174"	"PDZK1"
"801"	"CALM1"	"5530"	"PPP3CA"
"1111"	"CHEK1"	"56955"	"MEPE"
"367"	"AR"	"9063"	"PIAS2"
"3689"	"ITGB2"	"8533"	"COPS3"
"6118"	"RPA2"	"29946"	"SERTAD3"
"8350"	"HIST1H3A"	"10951"	"CBX1"
"993"	"CDC25A"	"7534"	"YWHAZ"
"142"	"PARP1"	"3980"	"LIG3"
"7187"	"TRAF3"	"23636"	"NUP62"
"5869"	"RAB5B"	"8411"	"EEA1"
"3065"	"HDAC1"	"115426"	"UHRF2"
"5295"	"PIK3R1"	"5747"	"PTK2"
"1457"	"CSNK2A1"	"8473"	"OGT"
"2150"	"F2RL1"	"10987"	"COPS5"
"22938"	"SNW1"	"23411"	"SIRT1"
"3579"	"CXCR2"	"6767"	"ST13"
"6281"	"S100A10"	"56302"	"TRPV5"
"2060"	"EPS15"	"29979"	"UBQLN1"
"5111"	"PCNA"	"5478"	"PPIA"
"276"	"AMY1A"	"4589"	"MUC7"
"6809"	"STX3"	"8773"	"SNAP23"
"4217"	"MAP3K5"	"7534"	"YWHAZ"
"84876"	"ORAI1"	"84876"	"ORAI1"
"10188"	"TNK2"	"84941"	"HSH2D"
"862"	"RUNX1T1"	"9612"	"NCOR2"
"672"	"BRCA1"	"4609"	"MYC"
"4688"	"NCF2"	"5879"	"RAC1"
"5688"	"PSMA7"	"51371"	"POMP"
"7067"	"THRA"	"9318"	"COPS2"
"5347"	"PLK1"	"91754"	"NEK9"
"6921"	"TCEB1"	"140462"	"ASB9"
"2885"	"GRB2"	"147179"	"WIPF2"
"1108"	"CHD4"	"5116"	"PCNT"
"9897"	"KIAA0196"	"100287171"	"WASH1"
"5071"	"PARK2"	"5903"	"RANBP2"
"999"	"CDH1"	"10672"	"GNA13"
"5507"	"PPP1R3C"	"378884"	"NHLRC1"
"6159"	"RPL29"	"9656"	"MDC1"
"5818"	"PVRL1"	"5818"	"PVRL1"
"4804"	"NGFR"	"51283"	"BFAR"
"10392"	"NOD1"	"10392"	"NOD1"
"3654"	"IRAK1"	"51135"	"IRAK4"
"11200"	"CHEK2"	"11200"	"CHEK2"
"5155"	"PDGFB"	"5155"	"PDGFB"
"602"	"BCL3"	"2353"	"FOS"
"1742"	"DLG4"	"9146"	"HGS"
"8874"	"ARHGEF7"	"28964"	"GIT1"
"5708"	"PSMD2"	"7132"	"TNFRSF1A"
"3497"	"IGHE"	"3497"	"IGHE"
"2534"	"FYN"	"2534"	"FYN"
"10291"	"SF3A1"	"10946"	"SF3A3"
"1759"	"DNM1"	"8440"	"NCK2"
"5430"	"POLR2A"	"10915"	"TCERG1"
"15"	"AANAT"	"7534"	"YWHAZ"
"2274"	"FHL2"	"79797"	"ZNF408"
"5501"	"PPP1CC"	"6422"	"SFRP1"
"904"	"CCNT1"	"1025"	"CDK9"
"356"	"FASLG"	"4690"	"NCK1"
"7082"	"TJP1"	"50848"	"F11R"
"998"	"CDC42"	"4296"	"MAP3K11"
"5921"	"RASA1"	"10395"	"DLC1"
"5499"	"PPP1CA"	"121256"	"TMEM132D"
"3654"	"IRAK1"	"3656"	"IRAK2"
"147"	"ADRA1B"	"1173"	"AP2M1"
"2011"	"MARK2"	"7534"	"YWHAZ"
"5174"	"PDZK1"	"11216"	"AKAP10"
"9276"	"COPB2"	"22820"	"COPG1"
"7323"	"UBE2D3"	"79102"	"RNF26"
"30835"	"CD209"	"30835"	"CD209"
"1398"	"CRK"	"3815"	"KIT"
"7273"	"TTN"	"8291"	"DYSF"
"773"	"CACNA1A"	"1953"	"MEGF6"
"2353"	"FOS"	"5970"	"RELA"
"581"	"BAX"	"596"	"BCL2"
"3727"	"JUND"	"4221"	"MEN1"
"4299"	"AFF1"	"6477"	"SIAH1"
"7157"	"TP53"	"28996"	"HIPK2"
"7376"	"NR1H2"	"10499"	"NCOA2"
"6500"	"SKP1"	"26233"	"FBXL6"
"575"	"BAI1"	"8938"	"BAIAP3"
"6045"	"RNF2"	"84759"	"PCGF1"
"1054"	"CEBPG"	"2353"	"FOS"
"51013"	"EXOSC1"	"54512"	"EXOSC4"
"23016"	"EXOSC7"	"54512"	"EXOSC4"
"811"	"CALR"	"2923"	"PDIA3"
"5914"	"RARA"	"23054"	"NCOA6"
"4804"	"NGFR"	"27018"	"NGFRAP1"
"3646"	"EIF3E"	"4869"	"NPM1"
"6929"	"TCF3"	"7391"	"USF1"
"10771"	"ZMYND11"	"56946"	"C11orf30"
"3066"	"HDAC2"	"4609"	"MYC"
"7551"	"ZNF3"	"7551"	"ZNF3"
"6874"	"TAF4"	"6883"	"TAF12"
"7132"	"TNFRSF1A"	"10131"	"TRAP1"
"25937"	"WWTR1"	"80306"	"MED28"
"6772"	"STAT1"	"10379"	"IRF9"
"26019"	"UPF2"	"167227"	"DCP2"
"6117"	"RPA1"	"6117"	"RPA1"
"164"	"AP1G1"	"55435"	"AP1AR"
"10095"	"ARPC1B"	"10097"	"ACTR2"
"1616"	"DAXX"	"8312"	"AXIN1"
"10912"	"GADD45G"	"51631"	"LUC7L2"
"2893"	"GRIA4"	"23426"	"GRIP1"
"4299"	"AFF1"	"4300"	"MLLT3"
"7422"	"VEGFA"	"8829"	"NRP1"
"4771"	"NF2"	"6711"	"SPTBN1"
"4990"	"SIX6"	"7088"	"TLE1"
"6733"	"SRPK2"	"9188"	"DDX21"
"6696"	"SPP1"	"56893"	"UBQLN4"
"207"	"AKT1"	"2475"	"MTOR"
"6886"	"TAL1"	"6938"	"TCF12"
"7039"	"TGFA"	"64689"	"GORASP1"
"1158"	"CKM"	"2274"	"FHL2"
"7415"	"VCP"	"7534"	"YWHAZ"
"5454"	"POU3F2"	"6663"	"SOX10"
"2101"	"ESRRA"	"2104"	"ESRRG"
"4734"	"NEDD4"	"26994"	"RNF11"
"10811"	"NOXA1"	"124056"	"NOXO1"
"596"	"BCL2"	"55626"	"AMBRA1"
"5905"	"RANGAP1"	"7329"	"UBE2I"
"6304"	"SATB1"	"10210"	"TOPORS"
"1674"	"DES"	"4534"	"MTM1"
"727"	"C5"	"729"	"C6"
"1029"	"CDKN2A"	"4174"	"MCM5"
"8517"	"IKBKG"	"9404"	"LPXN"
"5886"	"RAD23A"	"5886"	"RAD23A"
"134"	"ADORA1"	"135"	"ADORA2A"
"1080"	"CFTR"	"1080"	"CFTR"
"8294"	"HIST1H4I"	"51105"	"PHF20L1"
"7321"	"UBE2D1"	"151636"	"DTX3L"
"998"	"CDC42"	"4294"	"MAP3K10"
"22878"	"TRAPPC8"	"51112"	"TRAPPC12"
"5058"	"PAK1"	"9459"	"ARHGEF6"
"5499"	"PPP1CA"	"5728"	"PTEN"
"4086"	"SMAD1"	"7311"	"UBA52"
"274"	"BIN1"	"7518"	"XRCC4"
"331"	"XIAP"	"54739"	"XAF1"
"2099"	"ESR1"	"10474"	"TADA3"
"3695"	"ITGB7"	"8726"	"EED"
"3875"	"KRT18"	"9815"	"GIT2"
"3208"	"HPCA"	"4671"	"NAIP"
"7871"	"SLMAP"	"10133"	"OPTN"
"8487"	"GEMIN2"	"8517"	"IKBKG"
"2033"	"EP300"	"5970"	"RELA"
"29072"	"SETD2"	"29072"	"SETD2"
"10529"	"NEBL"	"80306"	"MED28"
"6045"	"RNF2"	"7024"	"TFCP2"
"6047"	"RNF4"	"55284"	"UBE2W"
"8313"	"AXIN2"	"22881"	"ANKRD6"
"7124"	"TNF"	"7133"	"TNFRSF1B"
"9627"	"SNCAIP"	"51667"	"NUB1"
"467"	"ATF3"	"1386"	"ATF2"
"867"	"CBL"	"7332"	"UBE2L3"
"1739"	"DLG1"	"5605"	"MAP2K2"
"23451"	"SF3B1"	"51639"	"SF3B6"
"3551"	"IKBKB"	"9454"	"HOMER3"
"5602"	"MAPK10"	"23162"	"MAPK8IP3"
"7068"	"THRB"	"10902"	"BRD8"
"3550"	"IK"	"56949"	"XAB2"
"409"	"ARRB2"	"554"	"AVPR2"
"55509"	"BATF3"	"55509"	"BATF3"
"4850"	"CNOT4"	"10477"	"UBE2E3"
"4323"	"MMP14"	"55256"	"ADI1"
"3326"	"HSP90AB1"	"112858"	"TP53RK"
"990"	"CDC6"	"10075"	"HUWE1"
"5565"	"PRKAB2"	"5717"	"PSMD11"
"3998"	"LMAN1"	"90411"	"MCFD2"
"3921"	"RPSA"	"9025"	"RNF8"
"23392"	"KIAA0368"	"55823"	"VPS11"
"8202"	"NCOA3"	"8648"	"NCOA1"
"4005"	"LMO2"	"6886"	"TAL1"
"5693"	"PSMB5"	"5694"	"PSMB6"
"2549"	"GAB1"	"5335"	"PLCG1"
"4773"	"NFATC2"	"359948"	"IRF2BP2"
"3326"	"HSP90AB1"	"10273"	"STUB1"
"4852"	"NPY"	"7376"	"NR1H2"
"8294"	"HIST1H4I"	"51230"	"PHF20"
"9295"	"SRSF11"	"10921"	"RNPS1"
"1386"	"ATF2"	"5602"	"MAPK10"
"5093"	"PCBP1"	"91603"	"ZNF830"
"6788"	"STK3"	"6789"	"STK4"
"641"	"BLM"	"10036"	"CHAF1A"
"3603"	"IL16"	"3603"	"IL16"
"28988"	"DBNL"	"84461"	"NEURL4"
"148022"	"TICAM1"	"353376"	"TICAM2"
"4286"	"MITF"	"7329"	"UBE2I"
"7384"	"UQCRC1"	"57142"	"RTN4"
"4294"	"MAP3K10"	"11127"	"KIF3A"
"1643"	"DDB2"	"54532"	"USP53"
"7515"	"XRCC1"	"200558"	"APLF"
"1454"	"CSNK1E"	"55861"	"DBNDD2"
"1746"	"DLX2"	"4487"	"MSX1"
"5901"	"RAN"	"5903"	"RANBP2"
"8161"	"COIL"	"84708"	"LNX1"
"3014"	"H2AFX"	"79648"	"MCPH1"
"71"	"ACTG1"	"10487"	"CAP1"
"1020"	"CDK5"	"6164"	"RPL34"
"4904"	"YBX1"	"5930"	"RBBP6"
"4193"	"MDM2"	"4831"	"NME2"
"1386"	"ATF2"	"55509"	"BATF3"
"4771"	"NF2"	"154796"	"AMOT"
"5499"	"PPP1CA"	"26092"	"TOR1AIP1"
"367"	"AR"	"8031"	"NCOA4"
"5468"	"PPARG"	"5469"	"MED1"
"4734"	"NEDD4"	"9898"	"UBAP2L"
"815"	"CAMK2A"	"815"	"CAMK2A"
"7334"	"UBE2N"	"11043"	"MID2"
"9470"	"EIF4E2"	"26058"	"GIGYF2"
"801"	"CALM1"	"9657"	"IQCB1"
"2241"	"FER"	"7110"	"TMF1"
"2810"	"SFN"	"27246"	"RNF115"
"3178"	"HNRNPA1"	"3189"	"HNRNPH3"
"4609"	"MYC"	"6598"	"SMARCB1"
"26258"	"BLOC1S6"	"282991"	"BLOC1S2"
"7321"	"UBE2D1"	"11342"	"RNF13"
"10427"	"SEC24B"	"10484"	"SEC23A"
"2737"	"GLI3"	"6497"	"SKI"
"1400"	"CRMP1"	"7431"	"VIM"
"3164"	"NR4A1"	"7408"	"VASP"
"4170"	"MCL1"	"4170"	"MCL1"
"22897"	"CEP164"	"146057"	"TTBK2"
"29844"	"TFPT"	"55840"	"EAF2"
"5690"	"PSMB2"	"5693"	"PSMB5"
"3476"	"IGBP1"	"5516"	"PPP2CB"
"3064"	"HTT"	"29993"	"PACSIN1"
"4172"	"MCM3"	"4174"	"MCM5"
"2060"	"EPS15"	"85439"	"STON2"
"10262"	"SF3B4"	"10594"	"PRPF8"
"8717"	"TRADD"	"8717"	"TRADD"
"219931"	"TPCN2"	"219931"	"TPCN2"
"1121"	"CHM"	"7879"	"RAB7A"
"5691"	"PSMB3"	"51371"	"POMP"
"4747"	"NEFL"	"8898"	"MTMR2"
"655"	"BMP7"	"659"	"BMPR2"
"355"	"FAS"	"356"	"FASLG"
"3482"	"IGF2R"	"23062"	"GGA2"
"5888"	"RAD51"	"5893"	"RAD52"
